"Date","State","Ethnicity","Cases","Deaths","Hospitalizations","Tests"
"2020-09-13","MT","Unknown",3322,NA,NA,NA
"2020-09-13","NC","Hispanic",43339,272,NA,NA
"2020-09-13","NC","NonHispanic",79553,2451,NA,NA
"2020-09-13","NC","Unknown",62044,329,NA,NA
"2020-09-13","ND","Hispanic",NA,NA,NA,NA
"2020-09-13","ND","NonHispanic",NA,NA,NA,NA
"2020-09-13","ND","Unknown",15577,133,NA,NA
"2020-09-13","NE","Hispanic",11500,88,709,NA
"2020-09-13","NE","NonHispanic",17500,296,1200,NA
"2020-09-13","NE","Unknown",9188,50,230,NA
"2020-09-13","NH","Hispanic",961,12,72,NA
"2020-09-13","NH","NonHispanic",5823,414,599,NA
"2020-09-13","NH","Unknown",912,10,50,NA
"2020-09-13","NJ","Hispanic",37936,3169,6048,NA
"2020-09-13","NJ","NonHispanic",88379,12561,15530,NA
"2020-09-13","NJ","Unknown",70319,301,1385,NA
"2020-09-13","NM","Hispanic",11927,159,NA,NA
"2020-09-13","NM","NonHispanic",12770,586,NA,NA
"2020-09-13","NM","Unknown",2064,78,NA,NA
"2020-09-13","NV","Hispanic",23463,212,NA,34945
"2020-09-13","NV","NonHispanic",30200,717,NA,262009
"2020-09-13","NV","Unknown",19874,523,NA,344578
"2020-09-13","NY","Hispanic",NA,6777,NA,NA
"2020-09-13","NY","NonHispanic",NA,18782,NA,NA
"2020-09-13","NY","Unknown",NA,3082,NA,NA
"2020-09-13","OH","Hispanic",8463,95,846,NA
"2020-09-13","OH","NonHispanic",98148,4241,12308,NA
"2020-09-13","OH","Unknown",30794,79,1160,NA
"2020-09-13","OK","Hispanic",12356,61,NA,NA
"2020-09-13","OK","NonHispanic",39762,714,NA,NA
"2020-09-13","OK","Unknown",17236,130,NA,NA
"2020-09-13","OR","Hispanic",11563,65,630,NA
"2020-09-13","OR","NonHispanic",13830,340,1421,NA
"2020-09-13","OR","Unknown",3944,104,184,NA
"2020-09-13","PA","Hispanic",11960,464,NA,NA
"2020-09-13","PA","NonHispanic",35922,7373,NA,NA
"2020-09-13","PA","Unknown",95999,0,NA,NA
"2020-09-13","PR","Hispanic",NA,NA,NA,NA
"2020-09-13","PR","NonHispanic",NA,NA,NA,NA
"2020-09-13","PR","Unknown",NA,NA,NA,NA
"2020-09-13","RI","Hispanic",7807,102,731,23188
"2020-09-13","RI","NonHispanic",9295,768,1280,79054
"2020-09-13","RI","Unknown",5803,201,609,200781
"2020-09-13","SC","Hispanic",10556,99,NA,NA
"2020-09-13","SC","NonHispanic",66498,2221,NA,NA
"2020-09-13","SC","Unknown",54810,744,NA,NA
"2020-09-13","SD","Hispanic",1459,6,80,NA
"2020-09-13","SD","NonHispanic",15179,178,1085,NA
"2020-09-13","SD","Unknown",0,0,0,NA
"2020-09-13","TN","Hispanic",23983,134,NA,NA
"2020-09-13","TN","NonHispanic",111084,1931,NA,NA
"2020-09-13","TN","Unknown",36757,13,NA,NA
"2020-09-13","TX","Hispanic",19961,7929,NA,NA
"2020-09-13","TX","NonHispanic",23668,6254,NA,NA
"2020-09-13","TX","Unknown",615805,7,NA,NA
"2020-09-13","UT","Hispanic",20133,97,1156,86140
"2020-09-13","UT","NonHispanic",31689,314,2103,465391
"2020-09-13","UT","Unknown",6053,22,67,157167
"2020-09-13","VA","Hispanic",32448,283,2930,NA
"2020-09-13","VA","NonHispanic",71225,2347,7024,NA
"2020-09-13","VA","Unknown",30141,94,290,NA
"2020-09-13","VI","Hispanic",NA,NA,NA,NA
"2020-09-13","VI","NonHispanic",NA,NA,NA,NA
"2020-09-13","VI","Unknown",NA,NA,NA,NA
"2020-09-13","VT","Hispanic",59,0,NA,NA
"2020-09-13","VT","NonHispanic",1620,58,NA,NA
"2020-09-13","VT","Unknown",5,0,NA,NA
"2020-09-13","WA","Hispanic",23269,283,1531,NA
"2020-09-13","WA","NonHispanic",32123,1687,NA,NA
"2020-09-13","WA","Unknown",24434,21,NA,NA
"2020-09-13","WI","Hispanic",18074,144,NA,NA
"2020-09-13","WI","NonHispanic",63533,1051,NA,NA
"2020-09-13","WI","Unknown",13072,23,NA,NA
"2020-09-13","WV","Hispanic",NA,NA,NA,NA
"2020-09-13","WV","NonHispanic",NA,NA,NA,NA
"2020-09-13","WV","Unknown",NA,NA,NA,NA
"2020-09-13","WY","Hispanic",588,2,NA,NA
"2020-09-13","WY","NonHispanic",3039,32,NA,NA
"2020-09-13","WY","Unknown",854,7,NA,NA
"2020-09-09","AK","Hispanic",376,1,13,NA
"2020-09-09","AK","NonHispanic",2349,39,176,NA
"2020-09-09","AK","Unknown",4065,2,14,NA
"2020-09-09","AL","Hispanic",7232,64,NA,NA
"2020-09-09","AL","NonHispanic",58838,1834,NA,NA
"2020-09-09","AL","Unknown",68346,386,NA,NA
"2020-09-09","AR","Hispanic",13805,74,NA,NA
"2020-09-09","AR","NonHispanic",52601,852,NA,NA
"2020-09-09","AR","Unknown",0,2,NA,NA
"2020-09-09","AS","Hispanic",NA,NA,NA,NA
"2020-09-09","AS","NonHispanic",NA,NA,NA,NA
"2020-09-09","AS","Unknown",NA,NA,NA,NA
"2020-09-09","AZ","Hispanic",62364,1595,8000,NA
"2020-09-09","AZ","NonHispanic",74689,3057,11679,NA
"2020-09-09","AZ","Unknown",69488,599,1914,NA
"2020-09-09","CA","Hispanic",303310,6583,NA,NA
"2020-09-09","CA","NonHispanic",197742,6999,NA,NA
"2020-09-09","CA","Unknown",238475,259,NA,NA
"2020-09-09","CO","Hispanic",22817,436,NA,NA
"2020-09-09","CO","NonHispanic",28069,1408,NA,NA
"2020-09-09","CO","Unknown",NA,34,NA,NA
"2020-09-09","CT","Hispanic",10450,397,NA,NA
"2020-09-09","CT","NonHispanic",27521,4036,NA,NA
"2020-09-09","CT","Unknown",15900,41,NA,NA
"2020-09-09","DC","Hispanic",3724,77,NA,NA
"2020-09-09","DC","NonHispanic",9409,538,NA,NA
"2020-09-09","DC","Unknown",1254,0,NA,NA
"2020-09-09","DE","Hispanic",4373,46,NA,19309
"2020-09-09","DE","NonHispanic",12461,563,NA,181895
"2020-09-09","DE","Unknown",1474,0,NA,52766
"2020-09-09","FL","Hispanic",186410,3042,12078,NA
"2020-09-09","FL","NonHispanic",250886,7867,25824,NA
"2020-09-09","FL","Unknown",214852,1360,3083,NA
"2020-09-09","GA","Hispanic",36632,376,NA,NA
"2020-09-09","GA","NonHispanic",138247,5668,NA,NA
"2020-09-09","GA","Unknown",112408,84,NA,NA
"2020-09-09","GU","Hispanic",NA,NA,NA,NA
"2020-09-09","GU","NonHispanic",NA,NA,NA,NA
"2020-09-09","GU","Unknown",NA,21,NA,NA
"2020-09-09","HI","Hispanic",NA,NA,NA,NA
"2020-09-09","HI","NonHispanic",NA,NA,NA,NA
"2020-09-09","HI","Unknown",NA,NA,NA,NA
"2020-09-09","IA","Hispanic",10430,68,NA,NA
"2020-09-09","IA","NonHispanic",47285,990,NA,NA
"2020-09-09","IA","Unknown",11821,138,NA,NA
"2020-09-09","ID","Hispanic",6180,48,NA,NA
"2020-09-09","ID","NonHispanic",12044,355,NA,NA
"2020-09-09","ID","Unknown",16085,3,NA,NA
"2020-09-09","IL","Hispanic",67865,1657,NA,319723
"2020-09-09","IL","NonHispanic",123117,6423,NA,1914273
"2020-09-09","IL","Unknown",64636,134,NA,2137155
"2020-09-09","IN","Hispanic",9207,69,NA,41070
"2020-09-09","IN","NonHispanic",37549,1625,NA,488178
"2020-09-09","IN","Unknown",54729,1703,NA,628770
"2020-09-09","KS","Hispanic",12797,70,660,35360
"2020-09-09","KS","NonHispanic",23551,393,1616,224940
"2020-09-09","KS","Unknown",11062,32,194,181114
"2020-09-09","KY","Hispanic",4112,32,NA,NA
"2020-09-09","KY","NonHispanic",30271,858,NA,NA
"2020-09-09","KY","Unknown",19594,123,NA,NA
"2020-09-09","LA","Hispanic",NA,133,NA,NA
"2020-09-09","LA","NonHispanic",NA,4713,NA,NA
"2020-09-09","LA","Unknown",155890,294,NA,NA
"2020-09-09","MA","Hispanic",27385,639,1804,NA
"2020-09-09","MA","NonHispanic",60606,8451,9025,NA
"2020-09-09","MA","Unknown",35152,56,1558,NA
"2020-09-09","MD","Hispanic",25397,438,NA,NA
"2020-09-09","MD","NonHispanic",71151,3362,NA,NA
"2020-09-09","MD","Unknown",17027,16,NA,NA
"2020-09-09","ME","Hispanic",192,0,11,NA
"2020-09-09","ME","NonHispanic",3805,112,358,NA
"2020-09-09","ME","Unknown",737,22,60,NA
"2020-09-09","MI","Hispanic",8687,131,NA,NA
"2020-09-09","MI","NonHispanic",72758,5569,NA,NA
"2020-09-09","MI","Unknown",38418,1187,NA,NA
"2020-09-09","MN","Hispanic",13737,86,991,NA
"2020-09-09","MN","NonHispanic",60289,1767,5287,NA
"2020-09-09","MN","Unknown",0,52,514,NA
"2020-09-09","MO","Hispanic",7225,58,NA,NA
"2020-09-09","MO","NonHispanic",53900,1388,NA,NA
"2020-09-09","MO","Unknown",35347,225,NA,NA
"2020-09-09","MP","Hispanic",NA,NA,NA,NA
"2020-09-09","MP","NonHispanic",NA,NA,NA,NA
"2020-09-09","MP","Unknown",NA,NA,NA,NA
"2020-09-09","MS","Hispanic",2599,36,NA,NA
"2020-09-09","MS","NonHispanic",53417,2221,NA,NA
"2020-09-09","MS","Unknown",31789,366,NA,NA
"2020-09-09","MT","Hispanic",302,NA,NA,NA
"2020-09-09","MT","NonHispanic",5210,NA,NA,NA
"2020-09-09","MT","Unknown",2956,NA,NA,NA
"2020-09-09","NC","Hispanic",42480,271,NA,NA
"2020-09-09","NC","NonHispanic",76301,2369,NA,NA
"2020-09-09","NC","Unknown",60751,318,NA,NA
"2020-09-09","ND","Hispanic",NA,NA,NA,NA
"2020-09-09","ND","NonHispanic",NA,NA,NA,NA
"2020-09-09","ND","Unknown",14110,129,NA,NA
"2020-09-09","NE","Hispanic",11300,87,707,NA
"2020-09-09","NE","NonHispanic",16600,273,1200,NA
"2020-09-09","NE","Unknown",9017,61,201,NA
"2020-09-09","NH","Hispanic",917,12,70,NA
"2020-09-09","NH","NonHispanic",5684,412,599,NA
"2020-09-09","NH","Unknown",893,9,49,NA
"2020-09-09","NJ","Hispanic",37627,3159,6008,NA
"2020-09-09","NJ","NonHispanic",87098,12523,15457,NA
"2020-09-09","NJ","Unknown",70265,327,1389,NA
"2020-09-09","NM","Hispanic",11718,159,NA,NA
"2020-09-09","NM","NonHispanic",12644,586,NA,NA
"2020-09-09","NM","Unknown",1906,68,NA,NA
"2020-09-09","NV","Hispanic",22262,206,NA,33424
"2020-09-09","NV","NonHispanic",29535,697,NA,256450
"2020-09-09","NV","Unknown",20461,509,NA,334278
"2020-09-09","NY","Hispanic",NA,6771,NA,NA
"2020-09-09","NY","NonHispanic",NA,18757,NA,NA
"2020-09-09","NY","Unknown",NA,3075,NA,NA
"2020-09-09","OH","Hispanic",8248,95,829,NA
"2020-09-09","OH","NonHispanic",94598,4157,12120,NA
"2020-09-09","OH","Unknown",30119,72,1134,NA
"2020-09-09","OK","Hispanic",11620,59,NA,NA
"2020-09-09","OK","NonHispanic",35897,685,NA,NA
"2020-09-09","OK","Unknown",18412,119,NA,NA
"2020-09-09","OR","Hispanic",11446,64,624,NA
"2020-09-09","OR","NonHispanic",13641,338,1407,NA
"2020-09-09","OR","Unknown",3384,92,184,NA
"2020-09-09","PA","Hispanic",11809,459,NA,NA
"2020-09-09","PA","NonHispanic",35104,7283,NA,NA
"2020-09-09","PA","Unknown",94377,63,NA,NA
"2020-09-09","PR","Hispanic",NA,NA,NA,NA
"2020-09-09","PR","NonHispanic",NA,NA,NA,NA
"2020-09-09","PR","Unknown",NA,NA,NA,NA
"2020-09-09","RI","Hispanic",7807,102,731,23188
"2020-09-09","RI","NonHispanic",9295,768,1280,79054
"2020-09-09","RI","Unknown",5574,192,593,196772
"2020-09-09","SC","Hispanic",10320,97,NA,NA
"2020-09-09","SC","NonHispanic",63768,2127,NA,NA
"2020-09-09","SC","Unknown",52125,718,NA,NA
"2020-09-09","SD","Hispanic",1436,5,80,NA
"2020-09-09","SD","NonHispanic",14135,168,1029,NA
"2020-09-09","SD","Unknown",0,0,0,NA
"2020-09-09","TN","Hispanic",23623,129,NA,NA
"2020-09-09","TN","NonHispanic",107106,1775,NA,NA
"2020-09-09","TN","Unknown",35858,27,NA,NA
"2020-09-09","TX","Hispanic",19548,7646,NA,NA
"2020-09-09","TX","NonHispanic",22960,6039,NA,NA
"2020-09-09","TX","Unknown",603283,7,NA,NA
"2020-09-09","UT","Hispanic",19712,97,1136,84497
"2020-09-09","UT","NonHispanic",30207,309,2060,453797
"2020-09-09","UT","Unknown",5754,21,67,156828
"2020-09-09","VA","Hispanic",31823,281,2894,NA
"2020-09-09","VA","NonHispanic",68251,2323,6832,NA
"2020-09-09","VA","Unknown",29215,93,282,NA
"2020-09-09","VI","Hispanic",NA,NA,NA,NA
"2020-09-09","VI","NonHispanic",NA,NA,NA,NA
"2020-09-09","VI","Unknown",NA,NA,NA,NA
"2020-09-09","VT","Hispanic",58,0,NA,NA
"2020-09-09","VT","NonHispanic",1593,58,NA,NA
"2020-09-09","VT","Unknown",5,0,NA,NA
"2020-09-09","WA","Hispanic",22890,282,1510,NA
"2020-09-09","WA","NonHispanic",31273,1671,3491,NA
"2020-09-09","WA","Unknown",23846,25,1965,NA
"2020-09-09","WI","Hispanic",17603,140,NA,NA
"2020-09-09","WI","NonHispanic",58836,1023,NA,NA
"2020-09-09","WI","Unknown",12151,28,NA,NA
"2020-09-09","WV","Hispanic",NA,NA,NA,NA
"2020-09-09","WV","NonHispanic",NA,NA,NA,NA
"2020-09-09","WV","Unknown",NA,NA,NA,NA
"2020-09-09","WY","Hispanic",559,2,NA,NA
"2020-09-09","WY","NonHispanic",2912,32,NA,NA
"2020-09-09","WY","Unknown",810,7,NA,NA
"2020-09-06","AK","Hispanic",372,1,13,NA
"2020-09-06","AK","NonHispanic",2309,39,172,NA
"2020-09-06","AK","Unknown",3975,2,13,NA
"2020-09-06","AL","Hispanic",7176,64,NA,NA
"2020-09-06","AL","NonHispanic",58039,1827,NA,NA
"2020-09-06","AL","Unknown",67098,386,NA,NA
"2020-09-06","AR","Hispanic",13686,71,NA,NA
"2020-09-06","AR","NonHispanic",51691,803,NA,NA
"2020-09-06","AR","Unknown",0,20,NA,NA
"2020-09-06","AS","Hispanic",NA,NA,NA,NA
"2020-09-06","AS","NonHispanic",NA,NA,NA,NA
"2020-09-06","AS","Unknown",NA,NA,NA,NA
"2020-09-06","AZ","Hispanic",62127,1585,7979,NA
"2020-09-06","AZ","NonHispanic",74193,3032,11653,NA
"2020-09-06","AZ","Unknown",69446,604,1895,NA
"2020-09-06","CA","Hispanic",297838,6488,NA,NA
"2020-09-06","CA","NonHispanic",195260,6908,NA,NA
"2020-09-06","CA","Unknown",239046,313,NA,NA
"2020-09-06","CO","Hispanic",22541,431,NA,NA
"2020-09-06","CO","NonHispanic",27572,1397,NA,NA
"2020-09-06","CO","Unknown",NA,34,NA,NA
"2020-09-06","CT","Hispanic",10354,396,NA,NA
"2020-09-06","CT","NonHispanic",27193,4031,NA,NA
"2020-09-06","CT","Unknown",15818,41,NA,NA
"2020-09-06","DC","Hispanic",3705,77,NA,NA
"2020-09-06","DC","NonHispanic",9310,534,NA,NA
"2020-09-06","DC","Unknown",1264,0,NA,NA
"2020-09-06","DE","Hispanic",4331,46,NA,19117
"2020-09-06","DE","NonHispanic",12250,544,NA,179638
"2020-09-06","DE","Unknown",1462,19,NA,52028
"2020-09-06","FL","Hispanic",184231,2960,11994,NA
"2020-09-06","FL","NonHispanic",246567,7711,25447,NA
"2020-09-06","FL","Unknown",215633,1330,3046,NA
"2020-09-06","GA","Hispanic",36233,367,NA,NA
"2020-09-06","GA","NonHispanic",135644,5595,NA,NA
"2020-09-06","GA","Unknown",111322,75,NA,NA
"2020-09-06","GU","Hispanic",NA,NA,NA,NA
"2020-09-06","GU","NonHispanic",NA,NA,NA,NA
"2020-09-06","GU","Unknown",NA,16,NA,NA
"2020-09-06","HI","Hispanic",NA,NA,NA,NA
"2020-09-06","HI","NonHispanic",NA,NA,NA,NA
"2020-09-06","HI","Unknown",NA,NA,NA,NA
"2020-09-06","IA","Hispanic",10254,68,NA,NA
"2020-09-06","IA","NonHispanic",46484,961,NA,NA
"2020-09-06","IA","Unknown",12304,135,NA,NA
"2020-09-06","ID","Hispanic",6058,46,NA,NA
"2020-09-06","ID","NonHispanic",11770,331,NA,NA
"2020-09-06","ID","Unknown",15838,8,NA,NA
"2020-09-06","IL","Hispanic",67136,1648,NA,313335
"2020-09-06","IL","NonHispanic",120980,6389,NA,1869447
"2020-09-06","IL","Unknown",63392,134,NA,2095733
"2020-09-06","IN","Hispanic",9114,68,NA,12668
"2020-09-06","IN","NonHispanic",36827,1608,NA,507547
"2020-09-06","IN","Unknown",53863,1688,NA,618653
"2020-09-06","KS","Hispanic",12512,69,653,34404
"2020-09-06","KS","NonHispanic",22203,381,1573,216891
"2020-09-06","KS","Unknown",10505,31,189,175910
"2020-09-06","KY","Hispanic",4027,30,NA,NA
"2020-09-06","KY","NonHispanic",29563,844,NA,NA
"2020-09-06","KY","Unknown",19184,122,NA,NA
"2020-09-06","LA","Hispanic",NA,130,NA,NA
"2020-09-06","LA","NonHispanic",NA,4583,NA,NA
"2020-09-06","LA","Unknown",153764,380,NA,NA
"2020-09-06","MA","Hispanic",27135,637,1790,NA
"2020-09-06","MA","NonHispanic",60231,8434,8997,NA
"2020-09-06","MA","Unknown",35196,54,1563,NA
"2020-09-06","MD","Hispanic",25235,435,NA,NA
"2020-09-06","MD","NonHispanic",70092,3352,NA,NA
"2020-09-06","MD","Unknown",16792,12,NA,NA
"2020-09-06","ME","Hispanic",191,0,11,NA
"2020-09-06","ME","NonHispanic",3749,112,358,NA
"2020-09-06","ME","Unknown",742,22,55,NA
"2020-09-06","MI","Hispanic",8497,130,NA,NA
"2020-09-06","MI","NonHispanic",71164,5488,NA,NA
"2020-09-06","MI","Unknown",37530,1188,NA,NA
"2020-09-06","MN","Hispanic",13597,86,991,NA
"2020-09-06","MN","NonHispanic",59075,1757,5287,NA
"2020-09-06","MN","Unknown",0,52,441,NA
"2020-09-06","MO","Hispanic",7091,59,NA,NA
"2020-09-06","MO","NonHispanic",52285,1376,NA,NA
"2020-09-06","MO","Unknown",34056,222,NA,NA
"2020-09-06","MP","Hispanic",NA,NA,NA,NA
"2020-09-06","MP","NonHispanic",NA,NA,NA,NA
"2020-09-06","MP","Unknown",NA,NA,NA,NA
"2020-09-06","MS","Hispanic",2561,36,NA,NA
"2020-09-06","MS","NonHispanic",52658,2190,NA,NA
"2020-09-06","MS","Unknown",31669,358,NA,NA
"2020-09-06","MT","Hispanic",295,NA,NA,NA
"2020-09-06","MT","NonHispanic",5110,NA,NA,NA
"2020-09-06","MT","Unknown",2859,NA,NA,NA
"2020-09-06","NC","Hispanic",42060,270,NA,NA
"2020-09-06","NC","NonHispanic",74816,2309,NA,NA
"2020-09-06","NC","Unknown",60025,311,NA,NA
"2020-09-06","ND","Hispanic",NA,NA,NA,NA
"2020-09-06","ND","NonHispanic",NA,NA,NA,NA
"2020-09-06","ND","Unknown",13631,125,NA,NA
"2020-09-06","NE","Hispanic",11100,87,698,NA
"2020-09-06","NE","NonHispanic",15500,267,1100,NA
"2020-09-06","NE","Unknown",9286,50,270,NA
"2020-09-06","NH","Hispanic",911,12,70,NA
"2020-09-06","NH","NonHispanic",5643,412,599,NA
"2020-09-06","NH","Unknown",893,9,49,NA
"2020-09-06","NJ","Hispanic",37458,3159,5994,NA
"2020-09-06","NJ","NonHispanic",86505,12523,15414,NA
"2020-09-06","NJ","Unknown",70095,307,1388,NA
"2020-09-06","NM","Hispanic",11615,159,NA,NA
"2020-09-06","NM","NonHispanic",12586,586,NA,NA
"2020-09-06","NM","Unknown",1906,58,NA,NA
"2020-09-06","NV","Hispanic",21808,204,NA,32864
"2020-09-06","NV","NonHispanic",29200,692,NA,254083
"2020-09-06","NV","Unknown",20602,493,NA,331903
"2020-09-06","NY","Hispanic",NA,6761,NA,NA
"2020-09-06","NY","NonHispanic",NA,18743,NA,NA
"2020-09-06","NY","Unknown",NA,3075,NA,NA
"2020-09-06","OH","Hispanic",8063,94,813,NA
"2020-09-06","OH","NonHispanic",92693,4099,11912,NA
"2020-09-06","OH","Unknown",29802,66,1116,NA
"2020-09-06","OK","Hispanic",11620,59,NA,NA
"2020-09-06","OK","NonHispanic",35897,685,NA,NA
"2020-09-06","OK","Unknown",16090,109,NA,NA
"2020-09-06","OR","Hispanic",11054,62,614,NA
"2020-09-06","OR","NonHispanic",13130,331,1364,NA
"2020-09-06","OR","Unknown",3860,88,183,NA
"2020-09-06","PA","Hispanic",11600,459,NA,NA
"2020-09-06","PA","NonHispanic",34620,7283,NA,NA
"2020-09-06","PA","Unknown",93096,18,NA,NA
"2020-09-06","PR","Hispanic",NA,NA,NA,NA
"2020-09-06","PR","NonHispanic",NA,NA,NA,NA
"2020-09-06","PR","Unknown",NA,NA,NA,NA
"2020-09-06","RI","Hispanic",7617,93,718,7617
"2020-09-06","RI","NonHispanic",9051,766,1262,9051
"2020-09-06","RI","Unknown",5575,196,579,5575
"2020-09-06","SC","Hispanic",10227,96,NA,NA
"2020-09-06","SC","NonHispanic",62672,2083,NA,NA
"2020-09-06","SC","Unknown",52053,708,NA,NA
"2020-09-06","SD","Hispanic",1423,5,80,NA
"2020-09-06","SD","NonHispanic",13686,168,999,NA
"2020-09-06","SD","Unknown",0,0,0,NA
"2020-09-06","TN","Hispanic",23385,127,NA,NA
"2020-09-06","TN","NonHispanic",103566,1718,NA,NA
"2020-09-06","TN","Unknown",37175,20,NA,NA
"2020-09-06","TX","Hispanic",19423,7519,NA,NA
"2020-09-06","TX","NonHispanic",22793,5948,NA,NA
"2020-09-06","TX","Unknown",596094,5,NA,NA
"2020-09-06","UT","Hispanic",19491,95,1127,83052
"2020-09-06","UT","NonHispanic",29453,306,2012,442713
"2020-09-06","UT","Unknown",5716,21,68,154888
"2020-09-06","VA","Hispanic",31528,281,2885,NA
"2020-09-06","VA","NonHispanic",66447,2308,6715,NA
"2020-09-06","VA","Unknown",28951,89,281,NA
"2020-09-06","VI","Hispanic",NA,NA,NA,NA
"2020-09-06","VI","NonHispanic",NA,NA,NA,NA
"2020-09-06","VI","Unknown",NA,NA,NA,NA
"2020-09-06","VT","Hispanic",58,0,NA,NA
"2020-09-06","VT","NonHispanic",1585,58,NA,NA
"2020-09-06","VT","Unknown",5,0,NA,NA
"2020-09-06","WA","Hispanic",22728,275,1499,NA
"2020-09-06","WA","NonHispanic",31004,1650,3430,NA
"2020-09-06","WA","Unknown",23503,28,1931,NA
"2020-09-06","WI","Hispanic",17431,137,NA,NA
"2020-09-06","WI","NonHispanic",57059,1012,NA,NA
"2020-09-06","WI","Unknown",11863,27,NA,NA
"2020-09-06","WV","Hispanic",NA,NA,NA,NA
"2020-09-06","WV","NonHispanic",NA,NA,NA,NA
"2020-09-06","WV","Unknown",NA,NA,NA,NA
"2020-09-06","WY","Hispanic",544,2,NA,NA
"2020-09-06","WY","NonHispanic",2826,32,NA,NA
"2020-09-06","WY","Unknown",781,7,NA,NA
"2020-09-02","AK","Hispanic",362,0,13,NA
"2020-09-02","AK","NonHispanic",2192,38,171,NA
"2020-09-02","AK","Unknown",3679,1,12,NA
"2020-09-02","AL","Hispanic",7093,63,NA,NA
"2020-09-02","AL","NonHispanic",56639,1788,NA,NA
"2020-09-02","AL","Unknown",64494,365,NA,NA
"2020-09-02","AR","Hispanic",13431,67,NA,NA
"2020-09-02","AR","NonHispanic",48681,768,NA,NA
"2020-09-02","AR","Unknown",0,6,NA,NA
"2020-09-02","AS","Hispanic",NA,NA,NA,NA
"2020-09-02","AS","NonHispanic",NA,NA,NA,NA
"2020-09-02","AS","Unknown",NA,NA,NA,NA
"2020-09-02","AZ","Hispanic",61219,1526,7948,NA
"2020-09-02","AZ","NonHispanic",72891,2942,11599,NA
"2020-09-02","AZ","Unknown",68751,597,1902,NA
"2020-09-02","CA","Hispanic",284716,6206,NA,NA
"2020-09-02","CA","NonHispanic",189943,6594,NA,NA
"2020-09-02","CA","Unknown",237393,363,NA,NA
"2020-09-02","CO","Hispanic",22203,423,NA,NA
"2020-09-02","CO","NonHispanic",27190,1392,NA,NA
"2020-09-02","CO","Unknown",NA,33,NA,NA
"2020-09-02","CT","Hispanic",10288,396,NA,NA
"2020-09-02","CT","NonHispanic",27055,4030,NA,NA
"2020-09-02","CT","Unknown",15765,41,NA,NA
"2020-09-02","DC","Hispanic",3668,77,NA,NA
"2020-09-02","DC","NonHispanic",9150,531,NA,NA
"2020-09-02","DC","Unknown",1259,0,NA,NA
"2020-09-02","DE","Hispanic",4271,44,NA,18407
"2020-09-02","DE","NonHispanic",11837,536,NA,171734
"2020-09-02","DE","Unknown",1441,26,NA,50389
"2020-09-02","FL","Hispanic",179990,2866,11791,NA
"2020-09-02","FL","NonHispanic",238758,7503,24850,NA
"2020-09-02","FL","Unknown",214694,1282,2970,NA
"2020-09-02","GA","Hispanic",35229,354,NA,NA
"2020-09-02","GA","NonHispanic",130219,5376,NA,NA
"2020-09-02","GA","Unknown",109165,65,NA,NA
"2020-09-02","GU","Hispanic",NA,NA,NA,NA
"2020-09-02","GU","NonHispanic",NA,NA,NA,NA
"2020-09-02","GU","Unknown",NA,13,NA,NA
"2020-09-02","HI","Hispanic",NA,NA,NA,NA
"2020-09-02","HI","NonHispanic",NA,NA,NA,NA
"2020-09-02","HI","Unknown",NA,NA,NA,NA
"2020-09-02","IA","Hispanic",9939,67,NA,NA
"2020-09-02","IA","NonHispanic",45060,932,NA,NA
"2020-09-02","IA","Unknown",11265,125,NA,NA
"2020-09-02","ID","Hispanic",5904,45,NA,NA
"2020-09-02","ID","NonHispanic",11430,326,NA,NA
"2020-09-02","ID","Unknown",15329,1,NA,NA
"2020-09-02","IL","Hispanic",65466,1636,NA,298939
"2020-09-02","IL","NonHispanic",115247,6316,NA,1720768
"2020-09-02","IL","Unknown",59632,139,NA,1972982
"2020-09-02","IN","Hispanic",8892,68,NA,12521
"2020-09-02","IN","NonHispanic",35076,1596,NA,484775
"2020-09-02","IN","Unknown",51782,1661,NA,595300
"2020-09-02","KS","Hispanic",12322,69,642,33852
"2020-09-02","KS","NonHispanic",21419,361,1537,212261
"2020-09-02","KS","Unknown",10199,28,182,173134
"2020-09-02","KY","Hispanic",3881,31,NA,NA
"2020-09-02","KY","NonHispanic",28248,818,NA,NA
"2020-09-02","KY","Unknown",17862,117,NA,NA
"2020-09-02","LA","Hispanic",NA,130,NA,NA
"2020-09-02","LA","NonHispanic",NA,4583,NA,NA
"2020-09-02","LA","Unknown",150734,291,NA,NA
"2020-09-02","MA","Hispanic",26579,628,1769,NA
"2020-09-02","MA","NonHispanic",59453,8375,8951,NA
"2020-09-02","MA","Unknown",35099,57,1575,NA
"2020-09-02","MD","Hispanic",24952,433,NA,NA
"2020-09-02","MD","NonHispanic",67924,3321,NA,NA
"2020-09-02","MD","Unknown",16443,12,NA,NA
"2020-09-02","ME","Hispanic",191,0,10,NA
"2020-09-02","ME","NonHispanic",3654,111,349,NA
"2020-09-02","ME","Unknown",722,22,64,NA
"2020-09-02","MI","Hispanic",8296,130,NA,NA
"2020-09-02","MI","NonHispanic",69485,5467,NA,NA
"2020-09-02","MI","Unknown",36687,1184,NA,NA
"2020-09-02","MN","Hispanic",13304,86,959,NA
"2020-09-02","MN","NonHispanic",56439,1730,5064,NA
"2020-09-02","MN","Unknown",0,52,543,NA
"2020-09-02","MO","Hispanic",6898,52,NA,NA
"2020-09-02","MO","NonHispanic",49144,1296,NA,NA
