"Date","State","Ethnicity","Cases","Deaths","Hospitalizations","Tests"
"2020-10-28","PR","Hispanic",NA,NA,NA,NA
"2020-10-28","PR","NonHispanic",NA,NA,NA,NA
"2020-10-28","PR","Unknown",NA,NA,NA,NA
"2020-10-28","RI","Hispanic",10654,110,949,28092
"2020-10-28","RI","NonHispanic",14077,861,1691,118315
"2020-10-28","RI","Unknown",7213,221,616,279948
"2020-10-28","SC","Hispanic",12899,118,NA,NA
"2020-10-28","SC","NonHispanic",95316,2800,NA,NA
"2020-10-28","SC","Unknown",65276,958,NA,NA
"2020-10-28","SD","Hispanic",1923,6,90,NA
"2020-10-28","SD","NonHispanic",35881,353,2314,NA
"2020-10-28","SD","Unknown",4196,25,141,NA
"2020-10-28","TN","Hispanic",27643,160,NA,NA
"2020-10-28","TN","NonHispanic",170768,3012,NA,NA
"2020-10-28","TN","Unknown",55809,69,NA,NA
"2020-10-28","TX","Hispanic",22518,9672,NA,NA
"2020-10-28","TX","NonHispanic",27649,7693,NA,NA
"2020-10-28","TX","Unknown",829827,335,NA,NA
"2020-10-28","UT","Hispanic",30881,120,1569,128787
"2020-10-28","UT","NonHispanic",67420,437,3565,724620
"2020-10-28","UT","Unknown",10502,31,113,187075
"2020-10-28","VA","Hispanic",39020,328,3236,NA
"2020-10-28","VA","NonHispanic",102828,3183,8829,NA
"2020-10-28","VA","Unknown",34906,105,319,NA
"2020-10-28","VI","Hispanic",NA,NA,NA,NA
"2020-10-28","VI","NonHispanic",NA,NA,NA,NA
"2020-10-28","VI","Unknown",1353,21,NA,NA
"2020-10-28","VT","Hispanic",66,0,NA,NA
"2020-10-28","VT","NonHispanic",1900,58,NA,NA
"2020-10-28","VT","Unknown",154,0,NA,NA
"2020-10-28","WA","Hispanic",27408,330,1681,NA
"2020-10-28","WA","NonHispanic",42667,1994,4179,NA
"2020-10-28","WA","Unknown",34668,29,2523,NA
"2020-10-28","WI","Hispanic",29463,182,NA,NA
"2020-10-28","WI","NonHispanic",156812,1697,NA,NA
"2020-10-28","WI","Unknown",35284,64,NA,NA
"2020-10-28","WV","Hispanic",NA,NA,NA,NA
"2020-10-28","WV","NonHispanic",NA,NA,NA,NA
"2020-10-28","WV","Unknown",NA,NA,NA,NA
"2020-10-28","WY","Hispanic",1244,2,NA,NA
"2020-10-28","WY","NonHispanic",8270,60,NA,NA
"2020-10-28","WY","Unknown",2639,15,NA,NA
"2020-10-25","AK","Hispanic",1023,1,19,NA
"2020-10-25","AK","NonHispanic",7371,61,296,NA
"2020-10-25","AK","Unknown",5670,6,83,NA
"2020-10-25","AL","Hispanic",8194,76,NA,NA
"2020-10-25","AL","NonHispanic",75783,2275,NA,NA
"2020-10-25","AL","Unknown",100378,515,NA,NA
"2020-10-25","AR","Hispanic",16872,92,NA,NA
"2020-10-25","AR","NonHispanic",89242,1720,NA,NA
"2020-10-25","AR","Unknown",1,0,NA,NA
"2020-10-25","AS","Hispanic",NA,NA,NA,NA
"2020-10-25","AS","NonHispanic",NA,NA,NA,NA
"2020-10-25","AS","Unknown",NA,NA,NA,NA
"2020-10-25","AZ","Hispanic",73175,1772,7541,NA
"2020-10-25","AZ","NonHispanic",94731,3463,11831,NA
"2020-10-25","AZ","Unknown",70257,639,1714,NA
"2020-10-25","CA","Hispanic",385597,8296,NA,NA
"2020-10-25","CA","NonHispanic",245889,8777,NA,NA
"2020-10-25","CA","Unknown",266543,272,NA,NA
"2020-10-25","CO","Hispanic",34555,485,NA,NA
"2020-10-25","CO","NonHispanic",46010,1548,NA,NA
"2020-10-25","CO","Unknown",14524,43,NA,NA
"2020-10-25","CT","Hispanic",12662,405,NA,NA
"2020-10-25","CT","NonHispanic",33011,4129,NA,NA
"2020-10-25","CT","Unknown",20379,43,NA,NA
"2020-10-25","DC","Hispanic",4158,81,NA,NA
"2020-10-25","DC","NonHispanic",11146,555,NA,NA
"2020-10-25","DC","Unknown",1463,6,NA,NA
"2020-10-25","DE","Hispanic",5191,49,NA,25892
"2020-10-25","DE","NonHispanic",17043,631,NA,254568
"2020-10-25","DE","Unknown",1727,1,NA,58881
"2020-10-25","FL","Hispanic",224681,4215,13758,NA
"2020-10-25","FL","NonHispanic",334346,10991,31743,NA
"2020-10-25","FL","Unknown",219609,1426,3265,NA
"2020-10-25","GA","Hispanic",44981,464,NA,NA
"2020-10-25","GA","NonHispanic",196549,7265,NA,NA
"2020-10-25","GA","Unknown",109393,80,NA,NA
"2020-10-25","GU","Hispanic",NA,NA,NA,NA
"2020-10-25","GU","NonHispanic",NA,NA,NA,NA
"2020-10-25","GU","Unknown",NA,71,NA,NA
"2020-10-25","HI","Hispanic",NA,NA,NA,NA
"2020-10-25","HI","NonHispanic",NA,NA,NA,NA
"2020-10-25","HI","Unknown",NA,NA,NA,NA
"2020-10-25","IA","Hispanic",12742,77,NA,NA
"2020-10-25","IA","NonHispanic",82247,1342,NA,NA
"2020-10-25","IA","Unknown",20851,215,NA,NA
"2020-10-25","ID","Hispanic",8930,75,NA,NA
"2020-10-25","ID","NonHispanic",23507,482,NA,NA
"2020-10-25","ID","Unknown",26906,16,NA,NA
"2020-10-25","IL","Hispanic",89491,1827,NA,510010
"2020-10-25","IL","NonHispanic",188943,7518,NA,NA
"2020-10-25","IL","Unknown",100535,160,NA,NA
"2020-10-25","IN","Hispanic",13036,99,NA,57300
"2020-10-25","IN","NonHispanic",65036,1946,NA,686055
"2020-10-25","IN","Unknown",84535,2085,NA,886113
"2020-10-25","KS","Hispanic",17106,118,818,48267
"2020-10-25","KS","NonHispanic",41649,745,2461,319565
"2020-10-25","KS","Unknown",17475,112,305,248430
"2020-10-25","KY","Hispanic",6992,42,NA,NA
"2020-10-25","KY","NonHispanic",66537,1221,NA,NA
"2020-10-25","KY","Unknown",23413,145,NA,NA
"2020-10-25","LA","Hispanic",NA,156,NA,NA
"2020-10-25","LA","NonHispanic",NA,5332,NA,NA
"2020-10-25","LA","Unknown",183575,349,NA,NA
"2020-10-25","MA","Hispanic",36234,676,1965,NA
"2020-10-25","MA","NonHispanic",75490,9133,9641,NA
"2020-10-25","MA","Unknown",38841,139,1536,NA
"2020-10-25","MD","Hispanic",29634,465,NA,NA
"2020-10-25","MD","NonHispanic",89743,3619,NA,NA
"2020-10-25","MD","Unknown",20902,12,NA,NA
"2020-10-25","ME","Hispanic",224,1,11,NA
"2020-10-25","ME","NonHispanic",5045,123,407,NA
"2020-10-25","ME","Unknown",932,22,57,NA
"2020-10-25","MI","Hispanic",12642,215,NA,NA
"2020-10-25","MI","NonHispanic",112198,6176,NA,NA
"2020-10-25","MI","Unknown",50772,1131,NA,NA
"2020-10-25","MN","Hispanic",18106,104,1208,NA
"2020-10-25","MN","NonHispanic",102837,2227,7609,NA
"2020-10-25","MN","Unknown",12859,18,694,NA
"2020-10-25","MO","Hispanic",8830,72,NA,NA
"2020-10-25","MO","NonHispanic",87866,1778,NA,NA
"2020-10-25","MO","Unknown",72799,953,NA,NA
"2020-10-25","MP","Hispanic",NA,NA,NA,NA
"2020-10-25","MP","NonHispanic",NA,NA,NA,NA
"2020-10-25","MP","Unknown",NA,NA,NA,NA
"2020-10-25","MS","Hispanic",3242,42,NA,NA
"2020-10-25","MS","NonHispanic",72210,2715,NA,NA
"2020-10-25","MS","Unknown",39636,498,NA,NA
"2020-10-25","MT","Hispanic",550,NA,NA,NA
"2020-10-25","MT","NonHispanic",12598,NA,NA,NA
"2020-10-25","MT","Unknown",14732,NA,NA,NA
"2020-10-25","NC","Hispanic",53038,323,NA,NA
"2020-10-25","NC","NonHispanic",119848,3331,NA,NA
"2020-10-25","NC","Unknown",87213,503,NA,NA
"2020-10-25","ND","Hispanic",NA,NA,NA,NA
"2020-10-25","ND","NonHispanic",NA,NA,NA,NA
"2020-10-25","ND","Unknown",37719,345,NA,NA
"2020-10-25","NE","Hispanic",13700,104,787,NA
"2020-10-25","NE","NonHispanic",30000,390,1700,NA
"2020-10-25","NE","Unknown",20097,102,359,NA
"2020-10-25","NH","Hispanic",1184,14,81,NA
"2020-10-25","NH","NonHispanic",7780,438,635,NA
"2020-10-25","NH","Unknown",1364,21,50,NA
"2020-10-25","NJ","Hispanic",44332,3213,9669,NA
"2020-10-25","NJ","NonHispanic",107815,12757,24113,NA
"2020-10-25","NJ","Unknown",76321,315,3505,NA
"2020-10-25","NM","Hispanic",18562,242,1220,NA
"2020-10-25","NM","NonHispanic",16923,693,2348,NA
"2020-10-25","NM","Unknown",6378,32,709,NA
"2020-10-25","NV","Hispanic",31776,299,NA,47700
"2020-10-25","NV","NonHispanic",40200,931,NA,332494
"2020-10-25","NV","Unknown",23727,518,NA,407675
"2020-10-25","NY","Hispanic",NA,8136,17247,NA
"2020-10-25","NY","NonHispanic",NA,22401,31811,NA
"2020-10-25","NY","Unknown",495464,3162,40937,NA
"2020-10-25","OH","Hispanic",10785,114,968,NA
"2020-10-25","OH","NonHispanic",140262,4917,15424,NA
"2020-10-25","OH","Unknown",47068,175,1703,NA
"2020-10-25","OK","Hispanic",17450,78,NA,NA
"2020-10-25","OK","NonHispanic",71241,994,NA,NA
"2020-10-25","OK","Unknown",28045,177,NA,NA
"2020-10-25","OR","Hispanic",15358,85,811,NA
"2020-10-25","OR","NonHispanic",20912,449,1954,NA
"2020-10-25","OR","Unknown",5831,119,269,NA
"2020-10-25","PA","Hispanic",15672,493,NA,NA
"2020-10-25","PA","NonHispanic",51994,8132,NA,NA
"2020-10-25","PA","Unknown",126622,41,NA,NA
"2020-10-25","PR","Hispanic",NA,NA,NA,NA
"2020-10-25","PR","NonHispanic",NA,NA,NA,NA
"2020-10-25","PR","Unknown",NA,NA,NA,NA
"2020-10-25","RI","Hispanic",10015,108,912,27771
"2020-10-25","RI","NonHispanic",13014,842,1633,108815
"2020-10-25","RI","Unknown",7089,227,581,276264
"2020-10-25","SC","Hispanic",12747,116,NA,NA
"2020-10-25","SC","NonHispanic",93095,2740,NA,NA
"2020-10-25","SC","Unknown",64836,946,NA,NA
"2020-10-25","SD","Hispanic",1864,6,90,NA
"2020-10-25","SD","NonHispanic",33826,345,2212,NA
"2020-10-25","SD","Unknown",3513,24,134,NA
"2020-10-25","TN","Hispanic",27354,154,NA,NA
"2020-10-25","TN","NonHispanic",165173,2920,NA,NA
"2020-10-25","TN","Unknown",55060,57,NA,NA
"2020-10-25","TX","Hispanic",22518,9672,NA,NA
"2020-10-25","TX","NonHispanic",27649,7693,NA,NA
"2020-10-25","TX","Unknown",812208,139,NA,NA
"2020-10-25","UT","Hispanic",30047,119,1524,125073
"2020-10-25","UT","NonHispanic",64651,421,3415,704919
"2020-10-25","UT","Unknown",10184,32,110,183278
"2020-10-25","VA","Hispanic",38467,326,3220,NA
"2020-10-25","VA","NonHispanic",100379,3151,8694,NA
"2020-10-25","VA","Unknown",34525,102,319,NA
"2020-10-25","VI","Hispanic",NA,NA,NA,NA
"2020-10-25","VI","NonHispanic",NA,NA,NA,NA
"2020-10-25","VI","Unknown",1346,21,NA,NA
"2020-10-25","VT","Hispanic",66,0,NA,NA
"2020-10-25","VT","NonHispanic",1800,58,NA,NA
"2020-10-25","VT","Unknown",207,0,NA,NA
"2020-10-25","WA","Hispanic",26994,322,1674,NA
"2020-10-25","WA","NonHispanic",41722,1943,4114,NA
"2020-10-25","WA","Unknown",34197,31,2492,NA
"2020-10-25","WI","Hispanic",28238,177,NA,NA
"2020-10-25","WI","NonHispanic",147640,1562,NA,NA
"2020-10-25","WI","Unknown",33039,74,NA,NA
"2020-10-25","WV","Hispanic",NA,NA,NA,NA
"2020-10-25","WV","NonHispanic",NA,NA,NA,NA
"2020-10-25","WV","Unknown",NA,NA,NA,NA
"2020-10-25","WY","Hispanic",1165,2,NA,NA
"2020-10-25","WY","NonHispanic",7570,54,NA,NA
"2020-10-25","WY","Unknown",2302,14,NA,NA
"2020-10-21","AK","Hispanic",986,1,19,NA
"2020-10-21","AK","NonHispanic",7034,61,287,NA
"2020-10-21","AK","Unknown",4624,6,76,NA
"2020-10-21","AL","Hispanic",8033,74,NA,NA
"2020-10-21","AL","NonHispanic",73585,2224,NA,NA
"2020-10-21","AL","Unknown",92909,507,NA,NA
"2020-10-21","AR","Hispanic",16458,92,NA,NA
"2020-10-21","AR","NonHispanic",85137,1659,NA,NA
"2020-10-21","AR","Unknown",1,1,NA,NA
"2020-10-21","AS","Hispanic",NA,NA,NA,NA
"2020-10-21","AS","NonHispanic",NA,NA,NA,NA
"2020-10-21","AS","Unknown",NA,NA,NA,NA
"2020-10-21","AZ","Hispanic",71976,1768,7442,NA
"2020-10-21","AZ","NonHispanic",92401,3446,11650,NA
"2020-10-21","AZ","Unknown",69535,640,1728,NA
"2020-10-21","CA","Hispanic",377694,8185,NA,NA
"2020-10-21","CA","NonHispanic",240992,8648,NA,NA
"2020-10-21","CA","Unknown",259098,194,NA,NA
"2020-10-21","CO","Hispanic",32687,483,NA,NA
"2020-10-21","CO","NonHispanic",41685,1542,NA,NA
"2020-10-21","CO","Unknown",14477,41,NA,NA
"2020-10-21","CT","Hispanic",12502,405,NA,NA
"2020-10-21","CT","NonHispanic",32574,4119,NA,NA
"2020-10-21","CT","Unknown",19795,43,NA,NA
"2020-10-21","DC","Hispanic",4116,81,NA,NA
"2020-10-21","DC","NonHispanic",10977,555,NA,NA
"2020-10-21","DC","Unknown",1405,6,NA,NA
"2020-10-21","DE","Hispanic",5106,49,NA,25315
"2020-10-21","DE","NonHispanic",16562,621,NA,247518
"2020-10-21","DE","Unknown",1707,5,NA,58647
"2020-10-21","FL","Hispanic",219967,4161,13628,NA
"2020-10-21","FL","NonHispanic",325181,10846,31328,NA
"2020-10-21","FL","Unknown",217386,1406,3215,NA
"2020-10-21","GA","Hispanic",43954,458,NA,NA
"2020-10-21","GA","NonHispanic",187915,7110,NA,NA
"2020-10-21","GA","Unknown",110569,106,NA,NA
"2020-10-21","GU","Hispanic",NA,NA,NA,NA
"2020-10-21","GU","NonHispanic",NA,NA,NA,NA
"2020-10-21","GU","Unknown",NA,69,NA,NA
"2020-10-21","HI","Hispanic",NA,NA,NA,NA
"2020-10-21","HI","NonHispanic",NA,NA,NA,NA
"2020-10-21","HI","Unknown",NA,NA,NA,NA
"2020-10-21","IA","Hispanic",13177,77,NA,NA
"2020-10-21","IA","NonHispanic",77964,1300,NA,NA
"2020-10-21","IA","Unknown",18667,207,NA,NA
"2020-10-21","ID","Hispanic",8621,71,NA,NA
"2020-10-21","ID","NonHispanic",21929,474,NA,NA
"2020-10-21","ID","Unknown",25099,1,NA,NA
"2020-10-21","IL","Hispanic",85816,1813,NA,486015
"2020-10-21","IL","NonHispanic",177788,7381,NA,3260249
"2020-10-21","IL","Unknown",95200,151,NA,3203841
"2020-10-21","IN","Hispanic",12432,98,NA,55315
"2020-10-21","IN","NonHispanic",60125,1891,NA,661244
"2020-10-21","IN","Unknown",79839,2034,NA,864550
"2020-10-21","KS","Hispanic",16839,115,NA,NA
"2020-10-21","KS","NonHispanic",40503,726,NA,NA
"2020-10-21","KS","Unknown",17114,111,NA,NA
"2020-10-21","KY","Hispanic",6666,41,NA,NA
"2020-10-21","KY","NonHispanic",63290,1181,NA,NA
"2020-10-21","KY","Unknown",21040,141,NA,NA
"2020-10-21","LA","Hispanic",NA,156,NA,NA
"2020-10-21","LA","NonHispanic",NA,5332,NA,NA
"2020-10-21","LA","Unknown",181132,302,NA,NA
"2020-10-21","MA","Hispanic",35066,670,1950,NA
"2020-10-21","MA","NonHispanic",73147,9055,9565,NA
"2020-10-21","MA","Unknown",37953,55,1541,NA
"2020-10-21","MD","Hispanic",29085,460,NA,NA
"2020-10-21","MD","NonHispanic",87650,3585,NA,NA
"2020-10-21","MD","Unknown",20501,13,NA,NA
"2020-10-21","ME","Hispanic",221,1,11,NA
"2020-10-21","ME","NonHispanic",4892,123,407,NA
"2020-10-21","ME","Unknown",914,22,52,NA
"2020-10-21","MI","Hispanic",12079,212,NA,NA
"2020-10-21","MI","NonHispanic",107202,6093,NA,NA
"2020-10-21","MI","Unknown",48591,1113,NA,NA
"2020-10-21","MN","Hispanic",17588,104,1159,NA
"2020-10-21","MN","NonHispanic",97125,2162,7122,NA
"2020-10-21","MN","Unknown",11878,15,866,NA
"2020-10-21","MO","Hispanic",8574,70,NA,NA
"2020-10-21","MO","NonHispanic",83571,1700,NA,NA
"2020-10-21","MO","Unknown",68724,870,NA,NA
"2020-10-21","MP","Hispanic",NA,NA,NA,NA
"2020-10-21","MP","NonHispanic",NA,NA,NA,NA
"2020-10-21","MP","Unknown",NA,NA,NA,NA
"2020-10-21","MS","Hispanic",3185,42,NA,NA
"2020-10-21","MS","NonHispanic",69985,2690,NA,NA
"2020-10-21","MS","Unknown",38953,491,NA,NA
"2020-10-21","MT","Hispanic",510,NA,NA,NA
"2020-10-21","MT","NonHispanic",11353,NA,NA,NA
"2020-10-21","MT","Unknown",12849,NA,NA,NA
"2020-10-21","NC","Hispanic",52024,318,NA,NA
"2020-10-21","NC","NonHispanic",115028,3238,NA,NA
"2020-10-21","NC","Unknown",83540,476,NA,NA
"2020-10-21","ND","Hispanic",NA,NA,NA,NA
"2020-10-21","ND","NonHispanic",NA,NA,NA,NA
"2020-10-21","ND","Unknown",34165,328,NA,NA
"2020-10-21","NE","Hispanic",13400,104,776,NA
"2020-10-21","NE","NonHispanic",28100,379,1600,NA
"2020-10-21","NE","Unknown",18808,93,365,NA
"2020-10-21","NH","Hispanic",1161,13,81,NA
"2020-10-21","NH","NonHispanic",7516,436,632,NA
"2020-10-21","NH","Unknown",1240,20,50,NA
"2020-10-21","NJ","Hispanic",43030,3202,6439,NA
"2020-10-21","NJ","NonHispanic",105176,12715,16628,NA
"2020-10-21","NJ","Unknown",75017,328,1374,NA
"2020-10-21","NM","Hispanic",17510,242,1220,NA
"2020-10-21","NM","NonHispanic",16115,693,2348,NA
"2020-10-21","NM","Unknown",5090,15,511,NA
"2020-10-21","NV","Hispanic",30980,294,NA,46253
"2020-10-21","NV","NonHispanic",38533,918,NA,322486
"2020-10-21","NV","Unknown",22551,520,NA,400874
"2020-10-21","NY","Hispanic",NA,8130,17181,NA
"2020-10-21","NY","NonHispanic",NA,22365,31715,NA
"2020-10-21","NY","Unknown",488506,3150,41099,NA
"2020-10-21","OH","Hispanic",10537,112,949,NA
"2020-10-21","OH","NonHispanic",133969,4875,14984,NA
"2020-10-21","OH","Unknown",43499,162,1590,NA
"2020-10-21","OK","Hispanic",17293,76,NA,NA
"2020-10-21","OK","NonHispanic",70060,987,NA,NA
"2020-10-21","OK","Unknown",23502,147,NA,NA
"2020-10-21","OR","Hispanic",15035,85,796,NA
"2020-10-21","OR","NonHispanic",20515,441,1931,NA
"2020-10-21","OR","Unknown",4893,109,262,NA
"2020-10-21","PA","Hispanic",15079,485,NA,NA
"2020-10-21","PA","NonHispanic",49828,7972,NA,NA
"2020-10-21","PA","Unknown",121390,105,NA,NA
"2020-10-21","PR","Hispanic",NA,NA,NA,NA
"2020-10-21","PR","NonHispanic",NA,NA,NA,NA
"2020-10-21","PR","Unknown",NA,NA,NA,NA
"2020-10-21","RI","Hispanic",10015,108,912,27771
"2020-10-21","RI","NonHispanic",13014,842,1633,108815
"2020-10-21","RI","Unknown",6094,219,546,268094
"2020-10-21","SC","Hispanic",12570,115,NA,NA
"2020-10-21","SC","NonHispanic",90404,2687,NA,NA
"2020-10-21","SC","Unknown",63383,906,NA,NA
"2020-10-21","SD","Hispanic",1785,6,89,NA
"2020-10-21","SD","NonHispanic",33259,327,2150,NA
"2020-10-21","SD","Unknown",0,0,0,NA
"2020-10-21","TN","Hispanic",26891,153,NA,NA
"2020-10-21","TN","NonHispanic",158788,2770,NA,NA
"2020-10-21","TN","Unknown",50182,47,NA,NA
"2020-10-21","TX","Hispanic",22227,9464,NA,NA
"2020-10-21","TX","NonHispanic",27278,7429,NA,NA
"2020-10-21","TX","Unknown",789304,308,NA,NA
"2020-10-21","UT","Hispanic",28576,117,1465,120962
"2020-10-21","UT","NonHispanic",59984,408,3237,682155
"2020-10-21","UT","Unknown",9446,32,105,180842
"2020-10-21","VA","Hispanic",37765,323,3195,NA
"2020-10-21","VA","NonHispanic",96921,3089,8500,NA
"2020-10-21","VA","Unknown",34086,103,315,NA
"2020-10-21","VI","Hispanic",NA,NA,NA,NA
"2020-10-21","VI","NonHispanic",NA,NA,NA,NA
"2020-10-21","VI","Unknown",1337,21,NA,NA
"2020-10-21","VT","Hispanic",63,0,NA,NA
"2020-10-21","VT","NonHispanic",1700,58,NA,NA
"2020-10-21","VT","Unknown",208,0,NA,NA
"2020-10-21","WA","Hispanic",26520,320,1651,NA
"2020-10-21","WA","NonHispanic",40378,1934,4051,NA
"2020-10-21","WA","Unknown",32976,32,2447,NA
"2020-10-21","WI","Hispanic",26729,171,NA,NA
"2020-10-21","WI","NonHispanic",135559,1467,NA,NA
"2020-10-21","WI","Unknown",29903,64,NA,NA
"2020-10-21","WV","Hispanic",NA,NA,NA,NA
"2020-10-21","WV","NonHispanic",NA,NA,NA,NA
"2020-10-21","WV","Unknown",NA,NA,NA,NA
"2020-10-21","WY","Hispanic",1046,2,NA,NA
"2020-10-21","WY","NonHispanic",6649,47,NA,NA
"2020-10-21","WY","Unknown",1941,12,NA,NA
"2020-10-18","AK","Hispanic",964,1,19,NA
"2020-10-18","AK","NonHispanic",6654,61,275,NA
"2020-10-18","AK","Unknown",4398,5,74,NA
"2020-10-18","AL","Hispanic",8015,71,NA,NA
"2020-10-18","AL","NonHispanic",72793,2216,NA,NA
"2020-10-18","AL","Unknown",91816,500,NA,NA
"2020-10-18","AR","Hispanic",16246,90,NA,NA
"2020-10-18","AR","NonHispanic",82819,1614,NA,NA
"2020-10-18","AR","Unknown",1,1,NA,NA
"2020-10-18","AS","Hispanic",NA,NA,NA,NA
"2020-10-18","AS","NonHispanic",NA,NA,NA,NA
"2020-10-18","AS","Unknown",NA,NA,NA,NA
"2020-10-18","AZ","Hispanic",71227,1761,7390,NA
"2020-10-18","AZ","NonHispanic",91229,3427,11536,NA
"2020-10-18","AZ","Unknown",68693,639,1714,NA
"2020-10-18","CA","Hispanic",373742,8128,NA,NA
"2020-10-18","CA","NonHispanic",237409,8601,NA,NA
"2020-10-18","CA","Unknown",256166,214,NA,NA
"2020-10-18","CO","Hispanic",31374,475,NA,NA
"2020-10-18","CO","NonHispanic",39832,1525,NA,NA
"2020-10-18","CO","Unknown",14096,42,NA,NA
"2020-10-18","CT","Hispanic",12235,404,NA,NA
"2020-10-18","CT","NonHispanic",31618,4096,NA,NA
"2020-10-18","CT","Unknown",18977,42,NA,NA
"2020-10-18","DC","Hispanic",4094,81,NA,NA
"2020-10-18","DC","NonHispanic",10895,554,NA,NA
"2020-10-18","DC","Unknown",1381,6,NA,NA
"2020-10-18","DE","Hispanic",5059,49,NA,25009
"2020-10-18","DE","NonHispanic",16345,616,NA,243799
"2020-10-18","DE","Unknown",1689,0,NA,58488
"2020-10-18","FL","Hispanic",217409,4105,13488,NA
"2020-10-18","FL","NonHispanic",320328,10646,30910,NA
"2020-10-18","FL","Unknown",217283,1417,3194,NA
"2020-10-18","GA","Hispanic",43719,453,NA,NA
"2020-10-18","GA","NonHispanic",185407,7081,NA,NA
"2020-10-18","GA","Unknown",111432,104,NA,NA
"2020-10-18","GU","Hispanic",NA,NA,NA,NA
"2020-10-18","GU","NonHispanic",NA,NA,NA,NA
"2020-10-18","GU","Unknown",NA,66,NA,NA
"2020-10-18","HI","Hispanic",NA,NA,NA,NA
"2020-10-18","HI","NonHispanic",NA,NA,NA,NA
"2020-10-18","HI","Unknown",NA,NA,NA,NA
"2020-10-18","IA","Hispanic",12855,75,NA,NA
"2020-10-18","IA","NonHispanic",74992,1254,NA,NA
"2020-10-18","IA","Unknown",19283,199,NA,NA
"2020-10-18","ID","Hispanic",8403,64,NA,NA
"2020-10-18","ID","NonHispanic",20805,458,NA,NA
"2020-10-18","ID","Unknown",23883,6,NA,NA
"2020-10-18","IL","Hispanic",83842,1806,NA,472753
"2020-10-18","IL","NonHispanic",171822,7269,NA,3177502
"2020-10-18","IL","Unknown",91971,139,NA,3125298
"2020-10-18","IN","Hispanic",12130,97,NA,54270
"2020-10-18","IN","NonHispanic",57679,1851,NA,649388
"2020-10-18","IN","Unknown",77773,1989,NA,851779
"2020-10-18","KS","Hispanic",16358,108,801,46374
"2020-10-18","KS","NonHispanic",38237,664,2288,305288
"2020-10-18","KS","Unknown",16260,87,281,237527
"2020-10-18","KY","Hispanic",6640,40,NA,NA
"2020-10-18","KY","NonHispanic",61325,1139,NA,NA
"2020-10-18","KY","Unknown",19642,138,NA,NA
"2020-10-18","LA","Hispanic",NA,153,NA,NA
"2020-10-18","LA","NonHispanic",NA,5245,NA,NA
"2020-10-18","LA","Unknown",178869,352,NA,NA
"2020-10-18","MA","Hispanic",34183,667,NA,NA
"2020-10-18","MA","NonHispanic",71788,9014,NA,NA
"2020-10-18","MA","Unknown",37689,56,NA,NA
"2020-10-18","MD","Hispanic",28794,460,NA,NA
"2020-10-18","MD","NonHispanic",86600,3571,NA,NA
"2020-10-18","MD","Unknown",20263,6,NA,NA
"2020-10-18","ME","Hispanic",224,1,11,NA
"2020-10-18","ME","NonHispanic",4816,119,391,NA
"2020-10-18","ME","Unknown",899,26,66,NA
"2020-10-18","MI","Hispanic",11448,209,NA,NA
"2020-10-18","MI","NonHispanic",101605,6008,NA,NA
"2020-10-18","MI","Unknown",46066,1100,NA,NA
"2020-10-18","MN","Hispanic",17257,100,1159,NA
"2020-10-18","MN","NonHispanic",93911,2121,7122,NA
"2020-10-18","MN","Unknown",11644,13,585,NA
"2020-10-18","MO","Hispanic",8367,70,NA,NA
"2020-10-18","MO","NonHispanic",80197,1650,NA,NA
"2020-10-18","MO","Unknown",68132,861,NA,NA
"2020-10-18","MP","Hispanic",NA,NA,NA,NA
"2020-10-18","MP","NonHispanic",NA,NA,NA,NA
"2020-10-18","MP","Unknown",NA,NA,NA,NA
"2020-10-18","MS","Hispanic",3153,40,NA,NA
"2020-10-18","MS","NonHispanic",68488,2658,NA,NA
"2020-10-18","MS","Unknown",38365,473,NA,NA
"2020-10-18","MT","Hispanic",496,NA,NA,NA
"2020-10-18","MT","NonHispanic",10818,NA,NA,NA
"2020-10-18","MT","Unknown",11507,NA,NA,NA
"2020-10-18","NC","Hispanic",51456,312,NA,NA
"2020-10-18","NC","NonHispanic",112352,3155,NA,NA
"2020-10-18","NC","Unknown",82220,467,NA,NA
"2020-10-18","ND","Hispanic",NA,NA,NA,NA
"2020-10-18","ND","NonHispanic",NA,NA,NA,NA
"2020-10-18","ND","Unknown",31978,301,NA,NA
"2020-10-18","NE","Hispanic",13100,103,770,NA
"2020-10-18","NE","NonHispanic",26600,362,1500,NA
"2020-10-18","NE","Unknown",18908,83,388,NA
"2020-10-18","NH","Hispanic",1141,13,81,NA
"2020-10-18","NH","NonHispanic",7255,433,630,NA
"2020-10-18","NH","Unknown",1298,21,50,NA
"2020-10-18","NJ","Hispanic",41207,3192,6233,NA
"2020-10-18","NJ","NonHispanic",101208,12716,16336,NA
"2020-10-18","NJ","Unknown",77598,303,1466,NA
"2020-10-18","NM","Hispanic",16911,233,1107,NA
"2020-10-18","NM","NonHispanic",15651,682,2226,NA
"2020-10-18","NM","Unknown",4226,19,607,NA
"2020-10-18","NV","Hispanic",30254,287,NA,45168
"2020-10-18","NV","NonHispanic",37756,905,NA,317489
"2020-10-18","NV","Unknown",22251,518,NA,396851
"2020-10-18","NY","Hispanic",NA,6863,NA,NA
"2020-10-18","NY","NonHispanic",NA,18965,NA,NA
"2020-10-18","NY","Unknown",NA,3132,NA,NA
"2020-10-18","OH","Hispanic",10325,109,939,NA
"2020-10-18","OH","NonHispanic",129671,4810,14608,NA
